level,file,issue,metric,ID_ESTADO,ID_DISTRITO_FEDERAL,expected,actual,diff,ID_MUNICIPIO,SECCION,QA_KEY,CIRCUNSCRIPCION
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,NUM_VOTOS_NULOS,9,7,6702,6691,-11,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,TOTAL_VOTOS,9,7,289381,288987,-394,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,CASILLAS,9,7,719,718,-1,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,MORENA,9,8,98563,0,-98563,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PAN,9,8,74806,0,-74806,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PAN_PRI_PRD,9,8,5820,115380,109560,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PRD,9,8,12132,0,-12132,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PRI,9,8,21301,0,-21301,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PT,9,8,9194,0,-9194,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PVEM,9,8,11511,0,-11511,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PVEM_PT_MORENA,9,8,7805,130217,122412,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,CASILLAS,9,8,641,640,-1,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,MORENA,9,9,87553,0,-87553,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PAN,9,9,29107,0,-29107,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PAN_PRI_PRD,9,9,3593,56433,52840,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PRD,9,9,5604,0,-5604,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PRI,9,9,17330,0,-17330,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PT,9,9,6570,0,-6570,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PVEM,9,9,9849,0,-9849,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PVEM_PT_MORENA,9,9,7067,113848,106781,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,CASILLAS,9,9,505,504,-1,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,MORENA,9,10,71163,0,-71163,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PAN,9,10,95808,0,-95808,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PAN_PRI_PRD,9,10,5975,124392,118417,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PRD,9,10,4114,0,-4114,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PRI,9,10,17115,0,-17115,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PT,9,10,6022,0,-6022,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PVEM,9,10,8619,0,-8619,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PVEM_PT_MORENA,9,10,6038,94143,88105,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,CASILLAS,9,10,561,560,-1,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,MC,9,11,25534,25498,-36,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,MORENA,9,11,113540,0,-113540,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PAN,9,11,59169,0,-59169,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PAN_PRI_PRD,9,11,6644,101467,94823,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PRD,9,11,6974,0,-6974,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PRI,9,11,27375,0,-27375,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PT,9,11,9030,0,-9030,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PVEM,9,11,12974,0,-12974,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PVEM_PT_MORENA,9,11,8900,147836,138936,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,NUM_VOTOS_VALIDOS,9,11,275217,274801,-416,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,NUM_VOTOS_NULOS,9,11,6260,6256,-4,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,TOTAL_VOTOS,9,11,281795,281375,-420,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,CASILLAS,9,11,701,700,-1,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,MORENA,9,12,86362,0,-86362,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PAN,9,12,69917,0,-69917,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PAN_PRI_PRD,9,12,7421,115854,108433,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PRD,9,12,6939,0,-6939,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PRI,9,12,29941,0,-29941,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PT,9,12,7193,0,-7193,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PVEM,9,12,9721,0,-9721,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PVEM_PT_MORENA,9,12,8081,114373,106292,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,CASILLAS,9,12,664,663,-1,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,MORENA,9,13,100159,0,-100159,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PAN,9,13,56645,0,-56645,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PAN_PRI_PRD,9,13,5876,90703,84827,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PRD,9,13,5604,0,-5604,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PRI,9,13,21300,0,-21300,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PT,9,13,8360,0,-8360,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PVEM,9,13,12645,0,-12645,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PVEM_PT_MORENA,9,13,8316,132766,124450,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,CASILLAS,9,13,639,638,-1,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,MORENA,9,14,96759,0,-96759,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PAN,9,14,80817,0,-80817,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PAN_PRI_PRD,9,14,6761,119231,112470,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PRD,9,14,8337,0,-8337,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PRI,9,14,21788,0,-21788,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PT,9,14,8611,0,-8611,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PVEM,9,14,12431,0,-12431,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PVEM_PT_MORENA,9,14,7916,128877,120961,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,CASILLAS,9,14,623,622,-1,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,MORENA,9,15,58423,0,-58423,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PAN,9,15,156732,0,-156732,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PAN_PRI_PRD,9,15,8444,193731,185287,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PRD,9,15,6519,0,-6519,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PRI,9,15,20150,0,-20150,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PT,9,15,4889,0,-4889,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PVEM,9,15,6551,0,-6551,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PVEM_PT_MORENA,9,15,4330,75915,71585,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,CASILLAS,9,15,645,644,-1,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,MC,9,16,19968,19932,-36,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,MORENA,9,16,90784,0,-90784,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PAN,9,16,51794,0,-51794,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PAN_PRI_PRD,9,16,5116,80205,75089,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PRD,9,16,5060,0,-5060,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PRI,9,16,17172,0,-17172,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PT,9,16,6477,0,-6477,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PVEM,9,16,10773,0,-10773,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PVEM_PT_MORENA,9,16,7543,118511,110968,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,NUM_VOTOS_VALIDOS,9,16,219043,218648,-395,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,NUM_VOTOS_CAN_NREG,9,16,261,260,-1,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,NUM_VOTOS_NULOS,9,16,4968,4957,-11,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,TOTAL_VOTOS,9,16,224272,223865,-407,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,CASILLAS,9,16,550,549,-1,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,MC,9,17,21539,21384,-155,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,MORENA,9,17,79581,0,-79581,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PAN,9,17,77562,0,-77562,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PAN_PRI_PRD,9,17,4700,105790,101090,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PRD,9,17,4545,0,-4545,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PRI,9,17,18160,0,-18160,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PT,9,17,6551,0,-6551,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PVEM,9,17,23955,0,-23955,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PVEM_PT_MORENA,9,17,6644,119061,112417,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,NUM_VOTOS_VALIDOS,9,17,247730,246235,-1495,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,NUM_VOTOS_CAN_NREG,9,17,299,297,-2,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,NUM_VOTOS_NULOS,9,17,5277,5240,-37,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,TOTAL_VOTOS,9,17,253306,251772,-1534,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,CASILLAS,9,17,564,563,-1,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,MC,9,18,22201,22167,-34,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,MORENA,9,18,113656,0,-113656,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PAN,9,18,44208,0,-44208,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PAN_PRI_PRD,9,18,4862,76515,71653,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PRD,9,18,8661,0,-8661,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PRI,9,18,17804,0,-17804,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PT,9,18,9184,0,-9184,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PVEM,9,18,14388,0,-14388,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PVEM_PT_MORENA,9,18,9642,150560,140918,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,NUM_VOTOS_VALIDOS,9,18,249665,249242,-423,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,NUM_VOTOS_NULOS,9,18,6044,6024,-20,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,TOTAL_VOTOS,9,18,255980,255537,-443,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,CASILLAS,9,18,629,628,-1,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,MORENA,9,19,77723,0,-77723,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PAN,9,19,81783,0,-81783,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PAN_PRI_PRD,9,19,6509,119375,112866,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PRD,9,19,8061,0,-8061,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PRI,9,19,21630,0,-21630,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PT,9,19,6354,0,-6354,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PVEM,9,19,9981,0,-9981,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PVEM_PT_MORENA,9,19,6440,103010,96570,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,CASILLAS,9,19,594,593,-1,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,MORENA,9,20,132502,0,-132502,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PAN,9,20,29823,0,-29823,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PAN_PRI_PRD,9,20,4013,65305,61292,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PRD,9,20,10771,0,-10771,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PRI,9,20,19762,0,-19762,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PT,9,20,10629,0,-10629,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PVEM,9,20,14865,0,-14865,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PVEM_PT_MORENA,9,20,11386,173950,162564,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,CASILLAS,9,20,685,684,-1,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,MORENA,9,21,90188,0,-90188,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PAN,9,21,33601,0,-33601,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PAN_PRI_PRD,9,21,3887,65528,61641,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PRD,9,21,5385,0,-5385,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PRI,9,21,21660,0,-21660,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PT,9,21,9230,0,-9230,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PVEM,9,21,11277,0,-11277,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PVEM_PT_MORENA,9,21,7767,121972,114205,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,CASILLAS,9,21,543,542,-1,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,MC,9,22,12702,12675,-27,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,MORENA,9,22,108435,0,-108435,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PAN,9,22,13100,0,-13100,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PAN_PRI_PRD,9,22,1665,27869,26204,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PRD,9,22,4430,0,-4430,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PRI,9,22,8265,0,-8265,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PT,9,22,7373,0,-7373,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PVEM,9,22,10620,0,-10620,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PVEM_PT_MORENA,9,22,9726,140244,130518,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,NUM_VOTOS_VALIDOS,9,22,181128,180788,-340,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,NUM_VOTOS_CAN_NREG,9,22,146,145,-1,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,NUM_VOTOS_NULOS,9,22,4968,4958,-10,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,TOTAL_VOTOS,9,22,186242,185891,-351,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,CASILLAS,9,22,490,489,-1,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,MC,10,1,8496,8469,-27,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,MORENA,10,1,70681,0,-70681,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PAN,10,1,23983,0,-23983,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PAN_PRI_PRD,10,1,1964,70394,68430,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PRD,10,1,1979,0,-1979,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PRI,10,1,41215,0,-41215,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PT,10,1,9146,0,-9146,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PVEM,10,1,6975,0,-6975,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PVEM_PT_MORENA,10,1,3411,92437,89026,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,NUM_VOTOS_VALIDOS,10,1,171592,171300,-292,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,NUM_VOTOS_NULOS,10,1,5689,5676,-13,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,TOTAL_VOTOS,10,1,177383,177078,-305,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,CASILLAS,10,1,675,674,-1,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,MORENA,10,2,84211,0,-84211,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PAN,10,2,15522,0,-15522,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PAN_PRI_PRD,10,2,2266,68620,66354,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PRD,10,2,2474,0,-2474,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PRI,10,2,47292,0,-47292,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PT,10,2,6832,0,-6832,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PVEM,10,2,6104,0,-6104,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PVEM_PT_MORENA,10,2,6317,106774,100457,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,CASILLAS,10,2,646,645,-1,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,MC,10,3,8833,8797,-36,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,MORENA,10,3,77563,0,-77563,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PAN,10,3,19203,0,-19203,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PAN_PRI_PRD,10,3,2041,70664,68623,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PRD,10,3,8069,0,-8069,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PRI,10,3,40695,0,-40695,NA,NA,NA,NA
DIS,2024_SEE_DIP_FED_MR_NAL_DISCAND.csv,value_mismatch,PT,10,3,7738,0,-7738,NA,NA,NA,NA
